,comment,label.id,label.lineage_names,label.name,label.uuid,needs_review,point.id,point.is_targeted,point.media.deployment.campaign.key,point.media.deployment.key,point.media.id,point.media.key,point.media.path_best,point.pose.dep,point.pose.lat,point.pose.lon,point.pose.timestamp,tag_names,updated_at
20,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866436,False,RLS_New South Wales (Other)_2014,912345066,5423314,NSW19WCB7MTheGantryBawleyPoint211214 (13).JPG,https://rls.tpac.org.au/pq/912345066/NSW19WCB7MTheGantryBawleyPoint211214%20(13).JPG/,8.0,-35.499685,150.39950247455445,2014-12-21 00:00:13,,2024-07-30 08:18:10.442011
21,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866437,False,RLS_New South Wales (Other)_2014,912345066,5423315,NSW19WCB7MTheGantryBawleyPoint211214 (14).JPG,https://rls.tpac.org.au/pq/912345066/NSW19WCB7MTheGantryBawleyPoint211214%20(14).JPG/,8.0,-35.4996625,150.39946421165848,2014-12-21 00:00:14,,2024-07-30 08:18:28.181222
22,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866439,False,RLS_New South Wales (Other)_2014,912345066,5423317,NSW19WCB7MTheGantryBawleyPoint211214 (16).JPG,https://rls.tpac.org.au/pq/912345066/NSW19WCB7MTheGantryBawleyPoint211214%20(16).JPG/,8.0,-35.4996175,150.39938768941875,2014-12-21 00:00:16,,2024-07-30 08:18:43.344270
23,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9866293,False,RLS_Port Phillip Bay_2009,3000223,5262931,15PPB4m061209PortseaPier_RSS (21).JPG,https://rls.tpac.org.au/pq/3000223/15PPB4m061209PortseaPier_RSS%20(21).JPG/,4.0,-38.3195275,144.71,2009-12-06 00:00:00,,2024-07-30 07:24:27.580660
24,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866313,False,RLS_Port Phillip Heads_2019,912351346,5273102,PPH-S1_3mATC040219PtFranklin (7).JPG,https://rls.tpac.org.au/pq/912351346/PPH-S1_3mATC040219PtFranklin%20(7).JPG/,3.0,-38.3199775,144.72016597523398,2019-02-04 00:00:00,,2024-07-30 07:30:50.162162
25,,28873,Habitat Classification > Seagrass,Seagrass,524ff1d3-9f35-4632-b045-e5145304984a,False,9865200,False,RLS_Port Phillip Bay_2009,3000013,5262248,AJW22_3m100909ShortlandsBluffJEH (17).JPG,https://rls.tpac.org.au/pq/3000013/AJW22_3m100909ShortlandsBluffJEH%20(17).JPG/,3.0,-38.269617499999995,144.66,2009-09-10 00:00:00,,2024-07-30 07:41:37.062437
26,seagrass,28873,Habitat Classification > Seagrass,Seagrass,524ff1d3-9f35-4632-b045-e5145304984a,False,9865195,False,RLS_Port Phillip Bay_2009,3000013,5262240,AJW22_3m100909ShortlandsBluffJEH (9).JPG,https://rls.tpac.org.au/pq/3000013/AJW22_3m100909ShortlandsBluffJEH%20(9).JPG/,3.0,-38.269797499999996,144.66,2009-09-10 00:00:00,,2024-07-30 07:41:37.038530
27,,28873,Habitat Classification > Seagrass,Seagrass,524ff1d3-9f35-4632-b045-e5145304984a,False,9865202,False,RLS_Port Phillip Bay_2009,3000013,5262236,AJW22_3m100909ShortlandsBluffJEH (5).JPG,https://rls.tpac.org.au/pq/3000013/AJW22_3m100909ShortlandsBluffJEH%20(5).JPG/,3.0,-38.2698875,144.66,2009-09-10 00:00:00,,2024-07-30 07:41:37.076727
28,,28873,Habitat Classification > Seagrass,Seagrass,524ff1d3-9f35-4632-b045-e5145304984a,False,9865330,False,RLS_Port Phillip Bay_2009,3000208,5262834,13PPB5m051209Cottage_RSS (30).JPG,https://rls.tpac.org.au/pq/3000208/13PPB5m051209Cottage_RSS%20(30).JPG/,5.0,-38.2695275,144.65,2009-12-05 00:00:00,,2024-07-30 07:41:37.128452
29,,28557,Habitat Classification > Foliose algae,Foliose algae,07087ddf-b851-48c6-aef7-e6564c38ddb9,False,9866333,False,RLS_Port Phillip Bay_2009,3000206,5262786,JEH15_4m051209StLeonards_WCB (18).JPG,https://rls.tpac.org.au/pq/3000206/JEH15_4m051209StLeonards_WCB%20(18).JPG/,4.0,-38.169595,144.72,2009-12-05 00:00:00,,2024-07-30 07:47:22.525927
30,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866334,False,RLS_Port Phillip Bay_2009,3000206,5262771,JEH15_4m051209StLeonards_WCB (3).JPG,https://rls.tpac.org.au/pq/3000206/JEH15_4m051209StLeonards_WCB%20(3).JPG/,4.0,-38.1699325,144.72,2009-12-05 00:00:00,,2024-07-30 07:47:41.057241
31,,28873,Habitat Classification > Seagrass,Seagrass,524ff1d3-9f35-4632-b045-e5145304984a,False,9866342,False,RLS_Port Phillip Bay_2009,3000207,5262797,13PPB4_5m051209Cottage_JSS (9).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(9).JPG/,4.5,-38.269797499999996,144.65,2009-12-05 00:00:00,,2024-07-30 07:51:00.528511
32,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866358,False,RLS_Port Phillip Bay_2009,3000207,5262811,13PPB4_5m051209Cottage_JSS (23).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(23).JPG/,4.5,-38.2694825,144.65,2009-12-05 00:00:00,,2024-07-30 07:56:01.010550
33,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866359,False,RLS_Port Phillip Bay_2009,3000207,5262813,13PPB4_5m051209Cottage_JSS (25).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(25).JPG/,4.5,-38.2694375,144.65,2009-12-05 00:00:00,,2024-07-30 07:56:17.044079
34,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866361,False,RLS_Port Phillip Bay_2009,3000208,5262815,13PPB5m051209Cottage_RSS (2).JPG,https://rls.tpac.org.au/pq/3000208/13PPB5m051209Cottage_RSS%20(2).JPG/,5.0,-38.269954999999996,144.65,2009-12-05 00:00:00,,2024-07-30 07:57:00.349848
35,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866296,False,RLS_Port Phillip Bay_2009,3000226,5262945,JEH19_8m071209NepeanS_JEH (13).JPG,https://rls.tpac.org.au/pq/3000226/JEH19_8m071209NepeanS_JEH%20(13).JPG/,8.0,-38.299707500000004,144.65,2009-12-07 00:00:00,,2024-07-30 07:25:05.712288
36,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866302,False,RLS_Port Phillip Bay_2009,3000226,5262947,JEH19_8m071209NepeanS_JEH (15).JPG,https://rls.tpac.org.au/pq/3000226/JEH19_8m071209NepeanS_JEH%20(15).JPG/,8.0,-38.2996625,144.65,2009-12-07 00:00:00,,2024-07-30 07:26:19.061928
37,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866309,False,RLS_Port Phillip Heads_2019,912351346,5273107,PPH-S1_3mATC040219PtFranklin (12).JPG,https://rls.tpac.org.au/pq/912351346/PPH-S1_3mATC040219PtFranklin%20(12).JPG/,3.0,-38.3199775,144.72030428792897,2019-02-04 00:00:00,,2024-07-30 07:29:19.523385
38,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866312,False,RLS_Port Phillip Heads_2019,912351346,5273116,PPH-S1_3mATC040219PtFranklin (21).JPG,https://rls.tpac.org.au/pq/912351346/PPH-S1_3mATC040219PtFranklin%20(21).JPG/,3.0,-38.3199775,144.72055325077994,2019-02-04 00:00:00,,2024-07-30 07:30:24.660103
39,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866325,False,RLS_Port Phillip Heads_2019,912351346,5273101,PPH-S1_3mATC040219PtFranklin (6).JPG,https://rls.tpac.org.au/pq/912351346/PPH-S1_3mATC040219PtFranklin%20(6).JPG/,3.0,-38.3199775,144.72013831269496,2019-02-04 00:00:00,,2024-07-30 07:35:53.727274
40,,28557,Habitat Classification > Foliose algae,Foliose algae,07087ddf-b851-48c6-aef7-e6564c38ddb9,False,9866331,False,RLS_Port Phillip Bay_2009,3000206,5262783,JEH15_4m051209StLeonards_WCB (15).JPG,https://rls.tpac.org.au/pq/3000206/JEH15_4m051209StLeonards_WCB%20(15).JPG/,4.0,-38.1696625,144.72,2009-12-05 00:00:00,,2024-07-30 07:46:56.680227
41,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866339,False,RLS_Port Phillip Bay_2009,3000207,5262801,13PPB4_5m051209Cottage_JSS (13).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(13).JPG/,4.5,-38.2697075,144.65,2009-12-05 00:00:00,,2024-07-30 07:50:02.257320
42,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866349,False,RLS_Port Phillip Bay_2009,3000207,5262795,13PPB4_5m051209Cottage_JSS (7).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(7).JPG/,4.5,-38.269842499999996,144.65,2009-12-05 00:00:00,,2024-07-30 07:53:21.287102
43,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866350,False,RLS_Port Phillip Bay_2009,3000207,5262809,13PPB4_5m051209Cottage_JSS (21).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(21).JPG/,4.5,-38.2695275,144.65,2009-12-05 00:00:00,,2024-07-30 07:53:30.744025
44,,28564,Habitat Classification > Turf,Turf,5a087e6d-39e9-49f0-b86f-208d258771a1,False,9866356,False,RLS_Port Phillip Bay_2009,3000207,5262805,13PPB4_5m051209Cottage_JSS (17).JPG,https://rls.tpac.org.au/pq/3000207/13PPB4_5m051209Cottage_JSS%20(17).JPG/,4.5,-38.269617499999995,144.65,2009-12-05 00:00:00,,2024-07-30 07:55:30.198967
45,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866365,False,RLS_Port Phillip Bay_2009,3000208,5262821,13PPB5m051209Cottage_RSS (16).JPG,https://rls.tpac.org.au/pq/3000208/13PPB5m051209Cottage_RSS%20(16).JPG/,5.0,-38.26982,144.65,2009-12-05 00:00:00,,2024-07-30 07:57:49.078753
46,,28873,Habitat Classification > Seagrass,Seagrass,524ff1d3-9f35-4632-b045-e5145304984a,False,9866367,False,RLS_Port Phillip Bay_2009,3000208,5262828,13PPB5m051209Cottage_RSS (23).JPG,https://rls.tpac.org.au/pq/3000208/13PPB5m051209Cottage_RSS%20(23).JPG/,5.0,-38.2696625,144.65,2009-12-05 00:00:00,,2024-07-30 07:58:12.441512
47,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9866377,True,RLS_Port Phillip Bay_2009,3000226,5262954,JEH19_8m071209NepeanS_JEH (22).JPG,https://rls.tpac.org.au/pq/3000226/JEH19_8m071209NepeanS_JEH%20(22).JPG/,8.0,-38.299505,144.65,2009-12-07 00:00:00,Secondary,2024-07-30 08:03:22.401209
48,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9866454,False,RLS_New South Wales (Other)_2014,912345067,5423331,NSW34WCB4MJonesBeachBannistersPoint211214 (9).JPG,https://rls.tpac.org.au/pq/912345067/NSW34WCB4MJonesBeachBannistersPoint211214%20(9).JPG/,5.0,-35.3197975,150.47975110409666,2014-12-21 00:00:08,,2024-07-30 08:21:50.326068
49,,28613,Habitat Classification > Barren (no urchins),Barren (no urchins),83a7ef31-c756-4328-adff-a25caa5f626d,False,9866390,False,RLS_New South Wales (Other)_2014,912345041,5423271,NSW49_4.5m071114AragunnuSouthernBay_AJG(12).JPG,https://rls.tpac.org.au/pq/912345041/NSW49_4.5m071114AragunnuSouthernBay_AJG(12).JPG/,4.5,-36.579977500000005,150.0506186119374,2014-11-07 00:00:12,,2024-07-30 08:08:27.480894
50,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866417,False,RLS_New South Wales (Other)_2014,912345046,5423296,NSW49WCB5MAragunnuSouthernBay071114 (16).JPG,https://rls.tpac.org.au/pq/912345046/NSW49WCB5MAragunnuSouthernBay071114%20(16).JPG/,5.0,-36.5796175,150.04917489700796,2014-11-07 00:00:16,,2024-07-30 08:14:42.341336
51,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866419,False,RLS_New South Wales (Other)_2014,912345046,5423298,NSW49WCB5MAragunnuSouthernBay071114 (18).JPG,https://rls.tpac.org.au/pq/912345046/NSW49WCB5MAragunnuSouthernBay071114%20(18).JPG/,5.0,-36.5795725,150.04907171604728,2014-11-07 00:00:18,,2024-07-30 08:14:55.078100
52,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866420,False,RLS_New South Wales (Other)_2014,912345046,5423299,NSW49WCB5MAragunnuSouthernBay071114 (19).JPG,https://rls.tpac.org.au/pq/912345046/NSW49WCB5MAragunnuSouthernBay071114%20(19).JPG/,5.0,-36.57955,150.04902012197402,2014-11-07 00:00:19,,2024-07-30 08:15:05.250449
53,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866422,False,RLS_New South Wales (Other)_2014,912345066,5423301,NSW19WCB7MTheGantryBawleyPoint211214.JPG,https://rls.tpac.org.au/pq/912345066/NSW19WCB7MTheGantryBawleyPoint211214.JPG/,8.0,-35.4999775,150.4,2014-12-21 00:00:00,,2024-07-30 08:15:23.657585
54,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866431,False,RLS_New South Wales (Other)_2014,912345066,5423309,NSW19WCB7MTheGantryBawleyPoint211214 (8).JPG,https://rls.tpac.org.au/pq/912345066/NSW19WCB7MTheGantryBawleyPoint211214%20(8).JPG/,8.0,-35.4997975,150.3996938067996,2014-12-21 00:00:08,,2024-07-30 08:17:10.262070
55,,28567,Habitat Classification > Urchin barren > Centro barren,Centro barren,c3ada713-bfad-47e7-99bb-1ad5774b84da,False,9866440,False,RLS_New South Wales (Other)_2014,912345066,5423318,NSW19WCB7MTheGantryBawleyPoint211214 (17).JPG,https://rls.tpac.org.au/pq/912345066/NSW19WCB7MTheGantryBawleyPoint211214%20(17).JPG/,8.0,-35.499595,150.3993494300749,2014-12-21 00:00:17,,2024-07-30 08:18:50.177677
56,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9866456,False,RLS_New South Wales (Other)_2014,912345067,5423333,NSW34WCB4MJonesBeachBannistersPoint211214 (11).JPG,https://rls.tpac.org.au/pq/912345067/NSW34WCB4MJonesBeachBannistersPoint211214%20(11).JPG/,5.0,-35.3197525,150.47968888680506,2014-12-21 00:00:10,,2024-07-30 08:22:01.829131
57,,28564,Habitat Classification > Turf,Turf,5a087e6d-39e9-49f0-b86f-208d258771a1,False,9866462,False,RLS_New South Wales (Other)_2014,912345067,5423338,NSW34WCB4MJonesBeachBannistersPoint211214 (16).JPG,https://rls.tpac.org.au/pq/912345067/NSW34WCB4MJonesBeachBannistersPoint211214%20(16).JPG/,5.0,-35.31964,150.4795333552696,2014-12-21 00:00:15,,2024-07-30 08:23:34.830292
58,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9866464,False,RLS_New South Wales (Other)_2014,912345067,5423340,NSW34WCB4MJonesBeachBannistersPoint211214 (18).JPG,https://rls.tpac.org.au/pq/912345067/NSW34WCB4MJonesBeachBannistersPoint211214%20(18).JPG/,5.0,-35.319595,150.47947114733194,2014-12-21 00:00:17,,2024-07-30 08:24:07.274395
59,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9866465,False,RLS_New South Wales (Other)_2014,912345067,5423341,NSW34WCB4MJonesBeachBannistersPoint211214 (19).JPG,https://rls.tpac.org.au/pq/912345067/NSW34WCB4MJonesBeachBannistersPoint211214%20(19).JPG/,5.0,-35.3195725,150.479440044365,2014-12-21 00:00:18,,2024-07-30 08:24:17.074218
60,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866475,False,RLS_Tasman Peninsula_2017,912346921,5453532,Tas105_TRD_24m_110217_outer_sister (8).JPG,https://rls.tpac.org.au/pq/912346921/Tas105_TRD_24m_110217_outer_sister%20(8).JPG/,24.0,-42.9599775,148.01030207862846,2017-02-11 00:00:07,,2024-07-30 08:26:20.916075
61,,28562,Habitat Classification > Other canopy forming,Other canopy forming,0d7eb2e7-eb75-46cb-92f6-926020adb996,False,9866476,False,RLS_Tasman Peninsula_2017,912346921,5453533,Tas105_TRD_24m_110217_outer_sister (9).JPG,https://rls.tpac.org.au/pq/912346921/Tas105_TRD_24m_110217_outer_sister%20(9).JPG/,24.0,-42.9599775,148.01034523271827,2017-02-11 00:00:08,,2024-07-30 08:26:33.550815
62,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9866492,False,RLS_Tasman Peninsula_2017,912346922,5453548,Tas104_TRD_20m_110217_Deep_Glen_23.JPG,https://rls.tpac.org.au/pq/912346922/Tas104_TRD_20m_110217_Deep_Glen_23.JPG/,20.0,-42.9699775,147.99,2017-02-11 00:00:00,,2024-07-30 08:31:55.108724
