,comment,label.id,label.lineage_names,label.name,label.uuid,needs_review,point.id,point.is_targeted,point.media.deployment.campaign.key,point.media.deployment.key,point.media.id,point.media.key,point.media.path_best,point.pose.alt,point.pose.dep,point.pose.lat,point.pose.lon,point.pose.timestamp,tag_names,updated_at
10,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870561,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273594,PR_20081011_005019_879_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_005019_879_LC16.jpg,2.02,23.273893,-43.03960278,147.95575486,2008-10-11 00:50:19,,2024-08-01 03:43:10.472191
11,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870569,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273774,PR_20081011_005319_907_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_005319_907_LC16.jpg,1.99,21.782536,-43.04028403,147.95575556,2008-10-11 00:53:19,,2024-08-01 03:44:13.132018
12,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870573,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273867,PR_20081011_005452_915_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_005452_915_LC16.jpg,2.05,21.457798,-43.04063611,147.95575417,2008-10-11 00:54:52,,2024-08-01 03:48:50.928353
13,,28558,Habitat Classification > Invertebrate community,Invertebrate community,9345dfa5-a3aa-4fab-8d7e-1ca002a38cf2,False,9870589,True,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2289762,PR_20081012_223037_492_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_223037_492_LC16.jpg,2.19,26.176773999999998,-43.16503264,147.87545625,2008-10-12 22:30:37,Secondary,2024-08-01 03:51:17.866180
14,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870596,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2289915,PR_20081012_223310_512_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_223310_512_LC16.jpg,2.01,27.580969,-43.16503472,147.8761875,2008-10-12 22:33:10,,2024-08-01 03:52:02.791482
15,,28565,Habitat Classification > Unconsolidated,Unconsolidated,4fa5ce3c-49fc-4484-9f00-95c347733214,False,9870607,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2290154,PR_20081012_223709_548_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_223709_548_LC16.jpg,2.11,28.620801,-43.16504653,147.87731319,2008-10-12 22:37:09,,2024-08-01 03:53:18.107388
16,,28565,Habitat Classification > Unconsolidated,Unconsolidated,4fa5ce3c-49fc-4484-9f00-95c347733214,False,9870609,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2290205,PR_20081012_223800_556_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_223800_556_LC16.jpg,2.19,28.654115,-43.16504861,147.87754514,2008-10-12 22:38:00,,2024-08-01 03:53:31.605819
17,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870642,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2292051,PR_20081012_230846_820_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_230846_820_LC16.jpg,1.95,25.20478,-43.16480694,147.88768889,2008-10-12 23:08:46,,2024-08-01 04:26:43.408964
18,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870658,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2292355,PR_20081012_231350_862_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_231350_862_LC16.jpg,2.0,26.360390999999996,-43.16447639,147.88646319,2008-10-12 23:13:50,,2024-08-01 04:27:49.755492
19,,28565,Habitat Classification > Unconsolidated,Unconsolidated,4fa5ce3c-49fc-4484-9f00-95c347733214,False,9870675,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2294047,PR_20081012_234203_104_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_234203_104_LC16.jpg,2.19,28.046131,-43.16447222,147.87741597,2008-10-12 23:42:03,,2024-08-01 04:29:03.585090
20,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870690,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2294449,PR_20081012_234845_161_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_234845_161_LC16.jpg,2.188,26.007680999999998,-43.16449583,147.87561806,2008-10-12 23:48:45,,2024-08-01 04:30:09.814069
21,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870693,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2294528,PR_20081012_235004_171_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_235004_171_LC16.jpg,2.09,25.857287,-43.16448889,147.87525625,2008-10-12 23:50:04,,2024-08-01 04:30:26.938011
22,,28556,Habitat Classification > Caulerpa,Caulerpa,8a984375-dc9d-4449-a491-ab4714db9bec,False,9870725,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2295278,PR_20081013_000234_281_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081013_000234_281_LC16.jpg,1.98,21.878339,-43.16537917,147.87427222,2008-10-13 00:02:34,,2024-08-01 04:39:01.504833
23,,28565,Habitat Classification > Unconsolidated,Unconsolidated,4fa5ce3c-49fc-4484-9f00-95c347733214,False,9870740,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2296458,PR_20081013_002214_445_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081013_002214_445_LC16.jpg,2.19,28.482111,-43.16409028,147.87777083,2008-10-13 00:22:14,,2024-08-01 04:45:02.133284
24,,28565,Habitat Classification > Unconsolidated,Unconsolidated,4fa5ce3c-49fc-4484-9f00-95c347733214,False,9870742,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2296506,PR_20081013_002302_456_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081013_002302_456_LC16.jpg,2.143,29.236615999999998,-43.16407639,147.87799167,2008-10-13 00:23:02,,2024-08-01 04:45:12.964615
25,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870492,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263386,PR_20081010_220010_471_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220010_471_LC16.jpg,2.145,22.379535999999998,-43.0404875,147.95596736,2008-10-10 22:00:10,,2024-08-01 03:23:32.510102
26,,28557,Habitat Classification > Foliose algae,Foliose algae,07087ddf-b851-48c6-aef7-e6564c38ddb9,False,9870494,True,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263413,PR_20081010_220037_472_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220037_472_LC16.jpg,1.845,24.227166,-43.04048889,147.95611389,2008-10-10 22:00:37,Secondary,2024-08-01 03:23:48.506884
27,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870495,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263432,PR_20081010_220056_477_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220056_477_LC16.jpg,2.02,24.142292,-43.04048889,147.95622083,2008-10-10 22:00:56,Primary,2024-08-01 03:24:39.577282
28,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870512,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2267412,PR_20081010_230717_030_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_230717_030_LC16.jpg,2.058,29.663433,-43.04010347,147.95715694,2008-10-10 23:07:17,,2024-08-01 03:27:38.079647
29,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870514,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2267466,PR_20081010_230811_034_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_230811_034_LC16.jpg,2.07,27.944002,-43.04010417,147.95691597,2008-10-10 23:08:11,,2024-08-01 03:27:50.622968
30,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9870516,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2267511,PR_20081010_230856_042_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_230856_042_LC16.jpg,2.02,26.52989,-43.04010833,147.95668472,2008-10-10 23:08:56,,2024-08-01 03:28:06.103702
31,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870525,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2267686,PR_20081010_231151_067_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_231151_067_LC16.jpg,2.04,23.036682,-43.04011667,147.95581528,2008-10-10 23:11:51,,2024-08-01 03:28:50.922812
32,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870548,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273301,PR_20081011_004526_841_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_004526_841_LC16.jpg,1.942,28.674236999999998,-43.03944028,147.95697222,2008-10-11 00:45:26,,2024-08-01 03:38:21.551496
33,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9870570,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273793,PR_20081011_005338_907_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_005338_907_LC16.jpg,2.0,21.854159,-43.04036042,147.95575833,2008-10-11 00:53:38,,2024-08-01 03:45:07.520129
34,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870626,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2291747,PR_20081012_230342_774_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_230342_774_LC16.jpg,2.0,27.00892,-43.16495417,147.88628264,2008-10-12 23:03:42,,2024-08-01 04:25:41.101405
35,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870632,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2291861,PR_20081012_230536_793_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_230536_793_LC16.jpg,1.93,26.113522,-43.16493889,147.88693056,2008-10-12 23:05:36,,2024-08-01 04:26:11.468799
36,,28563,Habitat Classification > Sand/silt,Sand/silt,0c6de128-85c5-4878-9bca-d150203aadc3,False,9870634,False,Tasmania200810,r20081012_222152_pa_channel_17_trirep,2291899,PR_20081012_230614_796_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081012_222152_pa_channel_17_trirep/full_res/PR_20081012_230614_796_LC16.jpg,1.99,25.657273,-43.16494583,147.88714722,2008-10-12 23:06:14,,2024-08-01 04:26:23.003006
37,,28557,Habitat Classification > Foliose algae,Foliose algae,07087ddf-b851-48c6-aef7-e6564c38ddb9,False,9870496,True,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263432,PR_20081010_220056_477_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220056_477_LC16.jpg,2.02,24.142292,-43.04048889,147.95622083,2008-10-10 22:00:56,Secondary,2024-08-01 03:24:43.332055
38,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9870559,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273544,PR_20081011_004929_874_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_004929_874_LC16.jpg,2.01,23.627485999999998,-43.03944167,147.95573889,2008-10-11 00:49:29,,2024-08-01 03:42:54.650740
39,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870498,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263476,PR_20081010_220140_483_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220140_483_LC16.jpg,2.097,24.712903,-43.04049375,147.95645903,2008-10-10 22:01:40,,2024-08-01 03:25:01.574900
40,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870506,True,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263631,PR_20081010_220415_504_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220415_504_LC16.jpg,2.16,27.943996999999996,-43.04049861,147.95732014,2008-10-10 22:04:15,Secondary,2024-08-01 03:26:20.368544
41,,28557,Habitat Classification > Foliose algae,Foliose algae,07087ddf-b851-48c6-aef7-e6564c38ddb9,False,9870507,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2263654,PR_20081010_220438_508_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_220438_508_LC16.jpg,2.05,28.763741999999997,-43.04050069,147.95744514,2008-10-10 22:04:38,,2024-08-01 03:26:36.246732
42,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870529,True,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2267744,PR_20081010_231249_076_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_231249_076_LC16.jpg,1.933,23.343349,-43.03990833,147.95581389,2008-10-10 23:12:49,Secondary,2024-08-01 03:29:14.107247
43,,28557,Habitat Classification > Foliose algae,Foliose algae,07087ddf-b851-48c6-aef7-e6564c38ddb9,False,9870560,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273575,PR_20081011_005000_879_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_005000_879_LC16.jpg,2.047,23.216621,-43.03952639,147.95575208,2008-10-11 00:50:00,,2024-08-01 03:43:00.516024
44,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870531,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2267782,PR_20081010_231327_081_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_231327_081_LC16.jpg,2.06,23.378424,-43.03975208,147.95581111,2008-10-10 23:13:27,,2024-08-01 03:29:34.504845
45,,28558,Habitat Classification > Invertebrate community,Invertebrate community,9345dfa5-a3aa-4fab-8d7e-1ca002a38cf2,True,9870543,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2268016,PR_20081010_231721_109_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_231721_109_LC16.jpg,1.99,29.247062,-43.03966944,147.95699236,2008-10-10 23:17:21,Primary,2024-08-01 03:36:57.513328
46,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870564,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273659,PR_20081011_005124_891_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_005124_891_LC16.jpg,2.04,22.542333,-43.0398375,147.95575278,2008-10-11 00:51:24,,2024-08-01 03:43:37.123483
47,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870544,True,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2268016,PR_20081010_231721_109_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_231721_109_LC16.jpg,1.99,29.247062,-43.03966944,147.95699236,2008-10-10 23:17:21,Secondary,2024-08-01 03:37:09.356091
48,,28559,Habitat Classification > Kelp forest (Ecklonia),Kelp forest (Ecklonia),e9629a40-b249-45bc-b2a5-ddba88a36e9c,False,9870551,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273373,PR_20081011_004638_847_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_004638_847_LC16.jpg,2.1,26.525252000000002,-43.03943542,147.95658889,2008-10-11 00:46:38,,2024-08-01 03:41:06.988817
49,,28561,Habitat Classification > Mixed algae,Mixed algae,cc4da289-44e3-472d-a22c-f1114b079854,False,9870555,False,Tasmania200810,r20081010_215228_blowhole_15_quadrep,2273468,PR_20081011_004813_864_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081011_004813_864_LC16.jpg,2.172,24.52026,-43.03943194,147.9561,2008-10-11 00:48:13,,2024-08-01 03:42:32.594538
